,Unnamed: 0,brand,model,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,country
10275,10275,Audi,Q3,59900.0,2014,3,150.0,0,petrol,1.4,1,1,0,1,0,0,Germany
10276,10276,Renault,Clio,23000.0,2014,3,120.0,0,petrol,1.2,1,0,0,0,0,0,France
10277,10277,BMW,X4,449000.0,2020,0,510.0,1,petrol,3.0,1,1,1,0,0,0,Germany
10278,10278,Hyundai,Tucson,69000.0,2016,3,155.0,0,petrol,2.0,1,1,0,0,0,0,South Korea
10279,10279,Dodge,Ram Short,25500.0,2022,1,370.0,1,petrol,6.7,1,0,0,0,0,0,United States
10280,10280,Cadillac,Xt6,294900.0,2021,1,310.0,0,petrol,3.6,1,1,0,0,1,1,United States
10281,10281,Audi,A4,161500.0,2020,1,190.0,0,petrol,2.0,0,0,0,0,0,0,Germany
10282,10282,Mercedes-Benz,CLA,150000.0,2018,1,122.0,0,petrol,1.6,0,0,0,0,0,0,Germany
10283,10283,Lexus,Rx350,25000.0,2007,5,276.0,1,petrol,3.5,0,0,0,0,0,0,Japan
10284,10284,Audi,Q2,89000.0,2017,3,150.0,0,petrol,1.4,0,0,0,0,0,0,Germany
10285,10285,Peugeot,2008,114900.0,2022,1,130.0,0,petrol,1.2,0,0,0,0,0,0,France
10286,10286,Mazda,3,64000.0,2017,2,165.0,0,petrol,2.0,0,0,0,0,0,0,Japan
10287,10287,Hyundai,i10,27000.0,2015,3,66.0,0,petrol,1.0,0,0,0,0,0,0,South Korea
10288,10288,Volvo,Xc60,29000.0,2010,3,185.0,1,diesel,2.4,0,0,0,0,0,0,Sweden
10289,10289,Honda,Hrv,4500.0,2019,2,131.0,0,petrol,1.5,0,0,0,0,0,0,Japan
10290,10290,Mercedes-Benz,C-CLAss,28000.0,2012,1,136.0,0,diesel,2.1,0,0,0,0,0,0,Germany
10291,10291,Opel,Astra,2500.0,2013,2,140.0,0,petrol,1.4,0,0,0,0,0,0,Germany
10292,10292,Hyundai,Elantra,69000.0,2017,2,127.0,0,petrol,1.6,0,0,0,0,0,0,South Korea
10293,10293,Kia,Stonic,90000.0,2021,1,100.0,0,petrol,1.4,0,0,0,0,0,0,South Korea
10294,10294,Toyota,Corolla,89000.0,2020,1,98.0,0,hybrid,1.8,1,0,0,1,0,0,Japan
10295,10295,Mercedes-Benz,C,42900.0,2008,5,184.0,0,petrol,1.8,0,1,0,0,0,0,Germany
10296,10296,Chevrolet,Malibu,65900.0,2017,1,160.0,0,electric,1.5,1,1,1,0,0,0,United States
10297,10297,Hyundai,i10,50000.0,2018,2,87.0,0,petrol,1.2,1,0,1,0,0,0,South Korea
10298,10298,Skoda,Octavia,5000.0,2019,2,115.0,0,petrol,1.0,0,1,1,1,0,0,Czech Republic
10299,10299,Kia,Sportage,65000.0,2016,2,155.0,0,petrol,2.0,0,1,0,0,0,1,South Korea
10300,10300,Toyota,Avensis,34000.0,2009,2,152.0,0,petrol,2.0,0,0,0,0,0,0,Japan
10301,10301,Kia,Stonic,61000.0,2018,3,120.0,0,petrol,1.0,0,0,0,0,0,0,South Korea
10302,10302,Toyota,Prius,21500.0,2008,3,76.0,0,hybrid,1.5,0,0,0,0,0,0,Japan
10303,10303,Ford,Smax,23900.0,2011,2,240.0,0,petrol,2.0,0,0,0,0,0,0,United States
10304,10304,Mazda,3,20100.0,2012,2,105.0,0,petrol,1.6,0,0,0,0,0,0,Japan
10305,10305,Mazda,3,39000.0,2014,3,120.0,0,petrol,1.5,0,0,0,0,0,0,Japan
10306,10306,Dodge,Journey,31000.0,2013,3,168.0,0,petrol,2.4,0,0,0,0,0,0,United States
10307,10307,Toyota,Yaris,9000.0,2004,3,87.0,0,petrol,1.3,0,0,0,0,0,0,Japan
10308,10308,Toyota,Spice Verso,29000.0,2011,2,99.0,0,petrol,1.3,0,0,0,0,0,0,Japan
10309,10309,Opel,Corsa,13500.0,2016,2,90.0,0,petrol,1.4,0,0,0,0,0,0,Germany
10310,10310,Toyota,Prius,24500.0,2010,6,99.0,0,hybrid,1.8,0,0,0,0,0,0,Japan
10311,10311,Suzuki,Alto,10000.0,2011,3,67.0,0,petrol,1.0,0,0,0,0,0,0,Japan
10312,10312,Citroen,C1,30000.0,2018,1,69.0,0,petrol,1.0,0,0,0,0,0,0,France
10313,10313,Skoda,Octavia,125000.0,2021,1,150.0,0,petrol,1.5,0,0,0,0,0,0,Czech Republic
10314,10314,Suzuki,Ignis,61000.0,2018,2,90.0,0,petrol,1.2,0,1,1,1,0,0,Japan
10315,10315,Seat,Arona,68800.0,2018,1,115.0,0,petrol,1.0,0,1,0,0,1,1,Spain
10316,10316,Mazda,CX5,53000.0,2014,2,155.0,0,petrol,2.0,1,1,0,1,0,0,Japan
10317,10317,Peugeot,Partner 2Nd Generation 20082017,9900.0,2012,3,75.0,0,diesel,1.6,0,0,0,1,0,0,France
10318,10318,Mazda,2,16000.0,2009,2,103.0,0,petrol,1.5,1,0,0,0,0,0,Japan
10319,10319,Nissan,Qashqai,85900.0,2019,2,159.0,0,petrol,1.3,0,1,1,1,0,0,Japan
10320,10320,Nissan,Xtrail,94900.0,2018,1,177.0,1,diesel,2.0,0,1,1,1,0,0,Japan
10321,10321,Renault,Clio,17900.0,2014,3,120.0,0,petrol,1.2,1,1,0,0,0,0,France
10322,10322,Toyota,Corolla,76000.0,2020,1,132.0,0,petrol,1.6,0,1,0,0,1,1,Japan
10323,10323,BMW,i8,269000.0,2016,4,362.0,1,hybrid,1.5,0,0,1,1,0,0,Germany
10324,10324,Toyota,Camry,122900.0,2020,1,208.0,0,hybrid,2.5,0,1,0,0,1,1,Japan
10325,10325,Mitsubishi,Outlander,79900.0,2017,2,150.0,1,petrol,2.0,0,1,0,0,1,1,Japan
10326,10326,Toyota,Corolla,68000.0,2019,1,98.0,0,hybrid,1.8,0,0,0,1,1,1,Japan
10327,10327,Mitsubishi,Grandis,17000.0,2008,3,165.0,0,petrol,2.4,1,1,0,0,0,0,Japan
10328,10328,Hyundai,Ioniq,60000.0,2017,1,141.0,0,hybrid,1.6,0,1,0,0,1,1,South Korea
10329,10329,Mazda,2,54500.0,2015,1,112.0,0,petrol,1.5,1,1,0,0,0,0,Japan
10330,10330,Hyundai,Elantra,1000.0,2021,1,127.0,0,petrol,1.6,0,1,0,0,1,1,South Korea
10331,10331,Kia,Picanto,33000.0,2014,3,85.0,0,petrol,1.2,0,0,0,0,0,0,South Korea
10332,10332,Volkswagen,Caddy,34150.0,2015,2,102.0,0,diesel,1.6,0,0,0,0,0,0,Germany
10333,10333,Kia,Sportage,69500.0,2016,2,177.0,1,petrol,1.6,0,0,0,0,0,0,South Korea
10334,10334,Kia,Picanto,34000.0,2014,1,85.0,0,petrol,1.2,0,0,0,0,0,0,South Korea
10335,10335,Suzuki,Sx4,2500.0,2009,4,119.0,0,petrol,1.6,0,0,0,0,0,0,Japan
10336,10336,Seat,Arona,79000.0,2020,2,115.0,0,petrol,1.0,0,0,0,0,0,0,Spain
10337,10337,Suzuki,Grand Vitra,5000.0,2011,2,166.0,1,petrol,2.4,0,0,0,0,0,0,Japan
10338,10338,Isuzu,4X4 Dmax,85000.0,2015,2,163.0,1,diesel,2.5,0,0,0,0,0,0,Japan
10339,10339,Lexus,Is300H,79000.0,2014,2,181.0,0,hybrid,2.5,0,0,0,0,0,0,Japan
10340,10340,Mercedes-Benz,S-Class,20000.0,2015,2,465.0,0,petrol,3.0,0,0,0,0,0,0,Germany
10341,10341,Volkswagen,Golf,157000.0,2019,2,245.0,0,petrol,2.0,0,0,0,0,0,0,Germany
10342,10342,Hyundai,Elantra Hybrid 2021 Onwards,117000.0,2022,1,139.0,0,petrol,1.6,0,0,0,0,0,0,South Korea
10343,10343,Peugeot,3008,118000.0,2021,2,130.0,0,diesel,1.5,0,0,0,0,0,0,France
10344,10344,Suzuki,Grand Vitra,12000.0,2001,4,126.0,1,petrol,2.0,0,0,0,0,0,0,Japan
10345,10345,Audi,Q3,81999.0,2016,2,150.0,0,petrol,1.4,0,0,0,0,0,0,Germany
10346,10346,Kia,Ceed,67500.0,2020,1,140.0,0,petrol,1.4,0,1,1,1,0,0,South Korea
10347,10347,Skoda,Superb,159500.0,2020,1,190.0,0,petrol,2.0,1,1,0,0,1,1,Czech Republic
10348,10348,Dacia,Sandro,27900.0,2019,2,90.0,0,petrol,0.9,1,0,1,1,0,0,Romania
10349,10349,Audi,A6,59900.0,2015,4,190.0,0,petrol,1.8,1,1,0,1,0,0,Germany
10350,10350,Infiniti,Q70 M37,39500.0,2012,3,315.0,0,petrol,3.7,0,1,1,0,0,0,Japan
10351,10351,Nissan,Qashqai,28000.0,2008,1,140.0,0,petrol,2.0,1,1,0,0,0,0,Japan
10352,10352,Hyundai,i10,44900.0,2019,2,87.0,0,petrol,1.2,1,0,1,0,0,0,South Korea
10353,10353,Land Rover,Range Rover Sport,460000.0,2021,0,404.0,1,hybrid,2.0,0,0,1,0,0,0,United Kingdom
10354,10354,Mitsubishi,Outlander,99000.0,2019,3,150.0,0,petrol,2.0,0,1,0,0,1,1,Japan
10355,10355,Skoda,Kodiaq,137900.0,2021,1,150.0,0,petrol,1.5,0,1,0,0,1,1,Czech Republic
10356,10356,Kia,Niro Hybrid,64000.0,2017,2,141.0,0,hybrid,1.6,0,0,0,0,0,0,South Korea
10357,10357,Daihatsu,Sirion,14700.0,2008,5,87.0,0,petrol,1.3,0,0,0,0,0,0,Japan
10358,10358,Kia,Picanto,51000.0,2018,2,84.0,0,petrol,1.2,0,0,0,0,0,0,South Korea
10359,10359,Citroen,C4,6500.0,2008,2,110.0,0,petrol,1.6,0,0,0,0,0,0,France
10360,10360,Ssangyong,Rexton,85000.0,2018,2,181.0,1,diesel,2.2,0,0,0,0,0,0,South Korea
10361,10361,Subaru,B3 Hatchback,9000.0,2008,2,107.0,0,petrol,1.5,0,0,0,0,0,0,Japan
10362,10362,Volkswagen,Tiguan,149000.0,2018,1,180.0,1,petrol,2.0,0,0,0,0,0,0,Germany
10363,10363,Audi,Q7,70000.0,2013,2,272.0,1,petrol,3.0,0,0,0,0,0,0,Germany
10364,10364,Mazda,CX5,95000.0,2018,2,165.0,0,petrol,2.0,0,0,0,0,0,0,Japan
10365,10365,Chevrolet,Silverado 2500,60000.0,2015,2,397.0,1,diesel,6.6,0,0,0,0,0,0,United States
10366,10366,Renault,Fluence,23000.0,2015,1,115.0,0,petrol,1.6,0,0,0,0,0,0,France
10367,10367,Kia,Sorento,195000.0,2022,2,180.0,0,petrol,2.5,0,0,0,0,0,0,South Korea
10368,10368,Mitsubishi,Pajero,59000.0,2009,9,249.0,1,petrol,3.8,0,0,0,0,0,0,Japan
10369,10369,Renault,Fluence,4500.0,2015,2,110.0,0,diesel,1.5,0,0,0,0,0,0,France
10370,10370,Volkswagen,Golf,2000.0,2007,3,102.0,0,petrol,1.6,0,0,0,0,0,0,Germany
10371,10371,Nissan,Qashqai,82000.0,2019,1,130.0,0,diesel,1.6,0,0,0,0,0,0,Japan
10372,10372,Hyundai,i10,11750.0,2016,2,66.0,0,petrol,1.0,0,0,0,0,0,0,South Korea
10373,10373,Toyota,Corolla,89900.0,2020,0,98.0,0,petrol,1.8,0,1,0,0,1,1,Japan
10374,10374,Kia,Picanto,51900.0,2018,1,67.0,0,petrol,1.0,1,0,1,1,0,0,South Korea
10375,10375,Audi,A7,145000.0,2017,3,252.0,0,petrol,2.0,0,1,0,1,0,0,Germany
10376,10376,Jeep,Cherokee,55000.0,2015,5,184.0,0,petrol,2.4,1,1,0,0,0,0,United States
10377,10377,Honda,Hrv,88000.0,2021,1,131.0,0,petrol,1.5,1,1,1,0,0,0,Japan
10378,10378,Suzuki,Belno,39000.0,2018,2,90.0,0,petrol,1.2,0,1,0,0,1,1,Japan
10379,10379,Toyota,Corolla,89900.0,2019,1,98.0,0,petrol,1.8,1,1,0,1,0,0,Japan
10380,10380,Alfa Romeo,Stelvio,150000.0,2018,1,280.0,1,petrol,2.0,1,1,1,0,0,0,Italy
10381,10381,BMW,X2,195000.0,2021,2,220.0,0,hybrid,1.5,0,0,1,1,0,0,Germany
10382,10382,Audi,A5,135000.0,2019,1,150.0,0,petrol,2.0,0,1,0,0,1,1,Germany
10383,10383,Kia,Picanto,61400.0,2018,1,84.0,0,petrol,1.2,0,0,0,0,0,0,South Korea
10384,10384,BMW,X5,149900.0,2014,2,258.0,1,diesel,3.0,0,0,0,0,0,0,Germany
10385,10385,Mitsubishi,Outlander,22000.0,2010,4,147.0,0,petrol,2.0,0,0,0,0,0,0,Japan
10386,10386,Toyota,Sienna,109000.0,2015,2,266.0,0,petrol,3.5,0,0,0,0,0,0,Japan
10387,10387,Volkswagen, Polo,81500.0,2018,1,115.0,0,petrol,1.0,0,0,0,0,0,0,Germany
10388,10388,Kia,Sportage,81900.0,2019,1,136.0,0,diesel,1.6,0,0,0,0,0,0,South Korea
10389,10389,Opel,Grandland X,85000.0,2020,1,130.0,0,diesel,1.5,0,0,0,0,0,0,Germany
10390,10390,Skoda,Octavia,8400.0,2016,3,110.0,0,petrol,1.2,0,0,0,0,0,0,Czech Republic
10391,10391,Hyundai,i10,34500.0,2016,2,66.0,0,petrol,1.0,0,0,0,0,0,0,South Korea
10392,10392,Mazda,CX5,44000.0,2013,4,155.0,0,petrol,2.0,0,0,0,0,0,0,Japan
10393,10393,Toyota,Camry,49999.0,2016,2,158.0,0,hybrid,2.5,0,0,0,0,0,0,Japan
10394,10394,Mercedes-Benz,GLa,115300.0,2017,2,184.0,1,petrol,2.0,0,0,0,0,0,0,Germany
10395,10395,Hyundai,i30CW,11300.0,2012,3,126.0,0,petrol,1.6,0,0,0,0,0,0,South Korea
10396,10396,Hyundai,i10,61900.0,2020,3,84.0,0,petrol,1.2,0,0,0,0,0,0,South Korea
10397,10397,Hyundai,I25,27000.0,2012,2,124.0,0,petrol,1.6,0,0,0,0,0,0,South Korea
10398,10398,Hyundai,i35,28000.0,2012,2,132.0,0,petrol,1.6,0,0,0,0,0,0,South Korea
10399,10399,Toyota,Corolla,2400.0,2004,4,110.0,0,petrol,1.6,0,0,0,0,0,0,Japan
10400,10400,Hyundai,Ioniq,89900.0,2020,1,141.0,0,hybrid,1.6,0,1,0,0,1,1,South Korea
10401,10401,Mitsubishi,L200 Hunter 2X4,69000.0,2015,3,136.0,0,diesel,2.5,1,1,0,1,0,0,Japan
10402,10402,Hyundai,Tucson,92000.0,2018,2,155.0,0,petrol,2.0,1,1,0,0,0,0,South Korea
10403,10403,Toyota,Corolla,89900.0,2020,1,98.0,0,petrol,1.8,1,0,1,1,0,0,Japan
10404,10404,Mercedes-Benz,GL,590000.0,2022,2,330.0,0,diesel,2.9,1,1,0,0,0,0,Germany
10405,10405,Mercedes-Benz,S-Class,299000.0,2018,3,333.0,0,hybrid,3.0,0,1,1,1,0,0,Germany
10406,10406,Toyota,Corolla,6000.0,2003,2,110.0,0,petrol,1.6,0,0,0,0,0,0,Japan
10407,10407,Toyota,Land Cruiser,119000.0,2007,2,166.0,1,diesel,3.0,0,0,0,0,0,0,Japan
10408,10408,Kia,Rio,32000.0,2017,2,109.0,0,petrol,1.4,0,0,0,0,0,0,South Korea
10409,10409,Cadillac,Xt4,215000.0,2022,1,237.0,0,petrol,2.0,0,0,0,0,0,0,United States
10410,10410,Mazda,6,69000.0,2018,2,165.0,0,petrol,2.0,0,0,0,0,0,0,Japan
10411,10411,Jeep,Grand Cherokee,18000.0,2004,3,163.0,1,diesel,2.7,0,0,0,0,0,0,United States
10412,10412,Toyota,Camry,122000.0,2020,2,208.0,0,hybrid,2.5,0,0,0,0,0,0,Japan
10413,10413,Skoda,Kamik,125000.0,2023,1,115.0,0,petrol,1.0,0,0,0,0,0,0,Czech Republic
10414,10414,Fiat,Ducato,58800.0,2017,2,130.0,0,diesel,2.3,1,0,0,0,0,0,Italy
10415,10415,Jeep,Grand Cherokee,102800.0,2016,1,282.0,1,petrol,3.6,1,1,0,0,0,0,United States
10416,10416,Kia,Picanto,51900.0,2020,1,84.0,0,petrol,1.2,1,0,1,0,0,0,South Korea
10417,10417,Skoda,Superb,145000.0,2019,1,180.0,0,petrol,1.8,0,1,1,1,0,0,Czech Republic
10418,10418,Hyundai,I25,55900.0,2018,0,100.0,0,petrol,1.4,0,0,1,0,0,0,South Korea
10419,10419,Cadillac,Ats,83000.0,2015,2,272.0,0,petrol,2.0,0,1,0,0,1,1,United States
10420,10420,BMW,X5,64500.0,2012,3,306.0,1,petrol,3.0,0,0,0,0,0,0,Germany
10421,10421,Mitsubishi,Outlander,63000.0,2014,2,150.0,0,petrol,2.0,0,0,0,0,0,0,Japan
10422,10422,Isuzu,2X4 Dmax,36000.0,2010,4,136.0,0,diesel,2.5,0,0,0,0,0,0,Japan
10423,10423,Mazda,5,1500.0,2011,2,145.0,0,petrol,2.0,0,0,0,0,0,0,Japan
10424,10424,Kia,Forte,38000.0,2017,2,130.0,0,petrol,1.6,0,0,0,0,0,0,South Korea
10425,10425,Kia,Picanto,31925.0,2016,3,85.0,0,petrol,1.2,0,0,0,0,0,0,South Korea
10426,10426,Volkswagen,Jetta,25000.0,2014,5,122.0,0,petrol,1.4,0,0,0,0,0,0,Germany
10427,10427,Subaru,Forester,4000.0,2008,4,150.0,1,petrol,2.0,0,0,0,0,0,0,Japan
10428,10428,Suzuki,Belno,35800.0,2017,2,90.0,0,petrol,1.2,0,0,0,0,0,0,Japan
10429,10429,Toyota,Chr,85000.0,2018,2,98.0,0,hybrid,1.8,0,0,0,0,0,0,Japan
10430,10430,Toyota,Camry,19250.0,2008,2,167.0,0,petrol,2.4,0,0,0,0,0,0,Japan
10431,10431,Nissan,Xtrail,90000.0,2016,1,130.0,0,diesel,1.6,0,0,0,0,0,0,Japan
10432,10432,Nissan,Juke,26000.0,2013,4,117.0,0,petrol,1.6,0,0,0,0,0,0,Japan
10433,10433,Isuzu,2X4 Dmax,83000.0,2017,1,163.0,0,diesel,1.9,1,0,1,1,0,0,Japan
10434,10434,Seat,Atka,90000.0,2020,1,150.0,0,petrol,1.5,0,1,0,0,1,1,Spain
10435,10435,Nissan,Sentra,85000.0,2021,1,149.0,0,petrol,2.0,0,1,0,0,1,1,Japan
10436,10436,Skoda,Superb,5000.0,2019,1,190.0,0,diesel,2.0,0,0,1,1,1,1,Czech Republic
10437,10437,Mitsubishi,L200 Hunter,120000.0,2021,3,150.0,0,diesel,2.3,1,1,1,0,0,0,Japan
10438,10438,Alfa Romeo,Stelvio,144400.0,2018,1,200.0,1,petrol,2.0,1,1,1,0,0,0,Italy
10439,10439,Nissan,Micra,25000.0,2015,3,80.0,0,petrol,1.2,1,0,0,0,0,0,Japan
10440,10440,Toyota,Corolla,110000.0,2020,1,98.0,0,hybrid,1.8,0,1,0,1,0,0,Japan
10441,10441,Skoda,Octavia,84900.0,2020,1,150.0,0,petrol,1.5,1,0,0,0,0,0,Czech Republic
10442,10442,Seat,Leon,27500.0,2016,4,110.0,0,petrol,1.2,0,0,0,0,0,0,Spain
10443,10443,Mitsubishi,Pajero,70000.0,2008,3,170.0,1,diesel,3.2,0,0,0,0,0,0,Japan
10444,10444,Maserati,Ghibli,230000.0,2016,2,330.0,0,petrol,3.0,0,0,0,0,0,0,Italy
10445,10445,Volkswagen,Golf,23500.0,2011,2,102.0,0,petrol,1.6,0,0,0,0,0,0,Germany
10446,10446,Volkswagen, Polo,31000.0,2014,2,105.0,0,petrol,1.2,0,0,0,0,0,0,Germany
10447,10447,Toyota,Land Cruiser,239000.0,2015,2,190.0,1,diesel,3.0,0,0,0,0,0,0,Japan
10448,10448,Nissan,Xtrail,74900.0,2017,1,130.0,0,diesel,1.6,0,0,0,0,0,0,Japan
10449,10449,Kia,Forte,22500.0,2013,3,130.0,0,petrol,1.6,0,0,0,0,0,0,South Korea
10450,10450,Hyundai,I25,29000.0,2015,3,100.0,0,petrol,1.4,0,0,0,0,0,0,South Korea
10451,10451,Hyundai,Tucson,73000.0,2016,3,132.0,0,petrol,1.6,0,0,0,0,0,0,South Korea
10452,10452,Skoda,Fabia,16000.0,2014,4,105.0,0,petrol,1.2,0,0,0,0,0,0,Czech Republic
10453,10453,Renault,Clio,2000.0,2017,2,118.0,0,petrol,1.2,0,0,0,0,0,0,France
10454,10454,Hyundai,Ix35,57500.0,2012,2,163.0,0,petrol,2.0,0,0,0,0,0,0,South Korea
10455,10455,Suzuki,Jimny,50000.0,2006,3,85.0,1,petrol,1.3,0,0,0,0,0,0,Japan
10456,10456,Mercedes-Benz,Sprinter,167000.0,2019,1,190.0,0,diesel,3.0,0,0,0,0,0,0,Germany
10457,10457,Mercedes-Benz,GLa,129000.0,2018,2,156.0,0,petrol,1.6,1,1,1,0,0,0,Germany
10458,10458,Audi,A4,60000.0,2016,2,170.0,0,petrol,1.8,1,1,0,1,0,0,Germany
10459,10459,Skoda,Octavia,39900.0,2017,3,150.0,0,diesel,2.0,1,1,0,1,0,0,Czech Republic
10460,10460,Peugeot,3008,69800.0,2018,2,120.0,0,diesel,1.6,0,1,1,1,0,0,France
10461,10461,Toyota,Prius Plus Hybrid,99800.0,2018,1,99.0,0,hybrid,1.8,0,1,0,1,0,0,Japan
10462,10462,Skoda,Octavia,26500.0,2015,2,140.0,0,petrol,1.4,1,1,0,1,0,0,Czech Republic
10463,10463,Hyundai,i35,34900.0,2014,3,132.0,0,petrol,1.6,1,0,0,0,0,0,South Korea
10464,10464,Ford,Explorer,129000.0,2017,2,290.0,1,petrol,3.5,1,1,0,0,1,1,United States
10465,10465,Chevrolet,Trail Blazer,123000.0,2022,1,155.0,0,electric,1.3,0,0,0,0,0,0,United States
10466,10466,Nissan,Micra,8300.0,2012,3,80.0,0,petrol,1.2,0,0,0,0,0,0,Japan
10467,10467,Toyota,Verso,65000.0,2016,2,147.0,0,petrol,1.8,0,0,0,0,0,0,Japan
10468,10468,Volkswagen,Tiguan,38575.0,2012,2,180.0,1,petrol,2.0,0,0,0,0,0,0,Germany
10469,10469,Toyota,RAV4,33000.0,2008,4,152.0,1,petrol,2.0,0,0,0,0,0,0,Japan
10470,10470,Hyundai,i20,2000.0,2010,2,100.0,0,petrol,1.4,0,0,0,0,0,0,South Korea
10471,10471,Opel,Adam,26500.0,2015,3,87.0,0,petrol,1.4,0,0,0,0,0,0,Germany
10472,10472,Lexus,Ux,190000.0,2022,1,152.0,0,petrol,2.0,0,0,0,0,0,0,Japan
10473,10473,Mercedes-Benz,CLA,165000.0,2019,2,136.0,0,petrol,1.3,0,0,0,0,0,0,Germany
10474,10474,Nissan,Winner,28000.0,1999,2,104.0,1,diesel,2.5,0,0,0,0,0,0,Japan
10475,10475,BMW,1 Series,67000.0,2017,4,136.0,0,petrol,1.5,0,0,0,0,0,0,Germany
10476,10476,Honda,Jazz Hybrid,33800.0,2014,1,102.0,0,hybrid,1.3,0,0,0,0,0,0,Japan
10477,10477,Skoda,Citigo,18150.0,2015,1,60.0,0,petrol,1.0,0,0,0,0,0,0,Czech Republic
10478,10478,Skoda,Rapid,42000.0,2018,2,125.0,0,petrol,1.4,0,0,0,0,0,0,Czech Republic
10479,10479,Mitsubishi,Grandis,27000.0,2011,1,165.0,0,petrol,2.4,0,0,0,0,0,0,Japan
10480,10480,Hyundai,i10,56000.0,2019,1,87.0,0,petrol,1.2,0,0,0,0,0,0,South Korea
10481,10481,Mitsubishi,Triton L200,147500.0,2020,1,150.0,1,diesel,2.3,0,0,0,0,0,0,Japan
10482,10482,Toyota,Corolla,60000.0,2018,2,132.0,0,petrol,1.6,0,0,0,0,0,0,Japan
10483,10483,Alfa Romeo,Romeo,26000.0,2012,2,170.0,0,petrol,1.4,1,1,0,1,0,0,Italy
10484,10484,Ford,Edge,6600.0,2020,1,248.0,0,petrol,2.0,0,1,0,0,1,1,United States
10485,10485,Hyundai,i35,25500.0,2013,4,132.0,0,petrol,1.6,1,0,0,0,0,0,South Korea
10486,10486,Honda,Crv,26800.0,2009,2,150.0,1,petrol,2.0,1,1,0,0,0,0,Japan
10487,10487,Nissan,Qashqai,75000.0,2020,2,160.0,0,petrol,1.3,0,0,0,0,1,1,Japan
10488,10488,Volkswagen,Jetta,28500.0,2015,1,105.0,0,petrol,1.2,1,0,0,0,0,0,Germany
10489,10489,Skoda,Yeti,29500.0,2012,2,105.0,0,petrol,1.2,1,1,0,1,0,0,Czech Republic
10490,10490,Kia,Picanto,21000.0,2011,4,85.0,0,petrol,1.2,0,1,0,0,0,0,South Korea
10491,10491,Mazda,3,46900.0,2015,3,120.0,0,petrol,1.5,1,0,0,1,0,0,Japan
10492,10492,Mercedes-Benz,GLa,135000.0,2018,2,184.0,1,petrol,2.0,1,1,1,0,0,0,Germany
10493,10493,Hyundai,Ioniq,95000.0,2020,1,141.0,0,hybrid,1.6,0,1,0,0,1,1,South Korea
10494,10494,Audi,Q7,122000.0,2015,3,245.0,1,diesel,3.0,1,1,0,0,0,0,Germany
10495,10495,Hyundai,i30,10000.0,2009,4,126.0,0,petrol,1.6,0,0,0,0,0,0,South Korea
10496,10496,Volkswagen,Passat,76999.0,2016,2,180.0,0,petrol,1.8,0,0,0,0,0,0,Germany
10497,10497,Ford,Edge,115000.0,2018,2,245.0,0,petrol,2.0,0,0,0,0,0,0,United States
10498,10498,Kia,Picanto,73000.0,2021,1,84.0,0,petrol,1.2,0,0,0,0,0,0,South Korea
10499,10499,Volvo,S90,199000.0,2021,1,250.0,0,petrol,2.0,0,0,0,0,0,0,Sweden
10500,10500,Jeep,Wrangler,260000.0,2020,1,270.0,1,petrol,2.0,0,0,0,0,0,0,United States
10501,10501,Toyota,Corolla,4000.0,2011,2,124.0,0,petrol,1.6,0,0,0,0,0,0,Japan
10502,10502,Mitsubishi,Lancer,1600.0,2008,3,98.0,0,petrol,1.6,0,0,0,0,0,0,Japan
10503,10503,Citroen,C4,12000.0,2008,2,143.0,0,petrol,2.0,0,0,0,0,0,0,France
10504,10504,Peugeot,208,14000.0,2013,3,120.0,0,petrol,1.6,0,0,0,0,0,0,France
10505,10505,Fiat,500,19000.0,2014,3,69.0,0,petrol,1.2,0,0,0,0,0,0,Italy
10506,10506,Mazda,5,18000.0,2010,3,145.0,0,petrol,2.0,0,0,0,0,0,0,Japan
10507,10507,Mercedes-Benz,A,225000.0,2022,2,160.0,0,hybrid,1.3,0,0,0,0,0,0,Germany
10508,10508,Kia,Picanto,33800.0,2014,2,85.0,0,petrol,1.2,0,0,0,0,0,0,South Korea
10509,10509,Fiat,Ducato,92800.0,2019,1,150.0,0,diesel,2.3,1,0,0,0,0,0,Italy
10510,10510,Renault,Megane,59000.0,2019,1,110.0,0,diesel,1.5,1,0,1,1,0,0,France
10511,10511,Kia,Sorento,180000.0,2022,1,180.0,0,petrol,2.5,0,0,1,0,1,1,South Korea
10512,10512,Mazda,3,15500.0,2010,3,105.0,0,petrol,1.6,1,0,0,0,0,0,Japan
10513,10513,Audi,Q3,57000.0,2014,2,170.0,1,petrol,2.0,1,1,0,0,0,0,Germany
10514,10514,Volkswagen,Crafter,10000.0,2020,1,177.0,0,diesel,2.0,1,0,1,0,1,1,Germany
10515,10515,Toyota,Land Cruiser,190000.0,2017,1,177.0,1,diesel,2.8,0,0,0,0,0,0,Japan
10516,10516,Renault,Clio,19900.0,2015,2,120.0,0,petrol,1.2,0,0,0,0,0,0,France
10517,10517,BMW,1 Series,50000.0,2014,2,136.0,0,petrol,1.6,0,0,0,0,0,0,Germany
10518,10518,Hyundai,i30,26900.0,2012,3,135.0,0,petrol,1.6,0,0,0,0,0,0,South Korea
10519,10519,Hyundai,Santa Fe,19500.0,2007,2,189.0,1,petrol,2.7,0,0,0,0,0,0,South Korea
